,id,artist,title,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,spotify-id,track_href,analysis_url,uri
1118,1119,Capital Bra x Samra & Lea,110,2019,9,39,44,0,14,30,0.48,0.749,1,-5.057,0,0.432,0.533,0.0,0.0997,0.419,179.056,194534,4,5sdQ7VUx6GOfsRoSxnK1YG,https://api.spotify.com/v1/tracks/5sdQ7VUx6GOfsRoSxnK1YG,https://api.spotify.com/v1/audio-analysis/5sdQ7VUx6GOfsRoSxnK1YG,spotify:track:5sdQ7VUx6GOfsRoSxnK1YG
1119,1120,Apache 207,200 km/h,2019,9,39,47,0,14,33,0.899,0.67,11,-6.455,0,0.163,0.269,1.38e-05,0.105,0.413,148.065,163147,4,2PGA1AsJal6cyMNmKyE56q,https://api.spotify.com/v1/tracks/2PGA1AsJal6cyMNmKyE56q,https://api.spotify.com/v1/audio-analysis/2PGA1AsJal6cyMNmKyE56q,spotify:track:2PGA1AsJal6cyMNmKyE56q
1120,1121,Bushido - Animus,Ronin,2019,9,39,4,0,4,0,0.439,0.894,10,-5.535,0,0.318,0.0376,0.0,0.0394,0.69,84.045,166080,4,2l2UsmkfgmRC6fIDwwsiNM,https://api.spotify.com/v1/tracks/2l2UsmkfgmRC6fIDwwsiNM,https://api.spotify.com/v1/audio-analysis/2l2UsmkfgmRC6fIDwwsiNM,spotify:track:2l2UsmkfgmRC6fIDwwsiNM
1121,1122,Summer Cem feat. Luciano,Summer Cem,2019,9,39,13,0,11,2,0.874,0.589,2,-6.871,1,0.079,0.179,8.49e-05,0.113,0.454,135.025,160547,4,1hrHUEYoVBC1hNCXkX7tIA,https://api.spotify.com/v1/tracks/1hrHUEYoVBC1hNCXkX7tIA,https://api.spotify.com/v1/audio-analysis/1hrHUEYoVBC1hNCXkX7tIA,spotify:track:1hrHUEYoVBC1hNCXkX7tIA
1122,1123,RAF Camora,Adriana,2019,9,39,15,0,12,3,0.76,0.8,7,-5.777,0,0.0537,0.449,0.0052,0.12,0.675,135.04,165125,4,4G3gFk4oyvt8klQEVJBzea,https://api.spotify.com/v1/tracks/4G3gFk4oyvt8klQEVJBzea,https://api.spotify.com/v1/audio-analysis/4G3gFk4oyvt8klQEVJBzea,spotify:track:4G3gFk4oyvt8klQEVJBzea
1123,1124,Shirin David & Xavier Naidoo,Nur mit dir,2019,9,39,8,0,8,0,0.736,0.518,7,-10.807,0,0.189,0.226,1.53e-05,0.0937,0.355,134.894,219840,4,6hh1ikcv3CPsq3a7e9ItNR,https://api.spotify.com/v1/tracks/6hh1ikcv3CPsq3a7e9ItNR,https://api.spotify.com/v1/audio-analysis/6hh1ikcv3CPsq3a7e9ItNR,spotify:track:6hh1ikcv3CPsq3a7e9ItNR
1124,1125,Fero47,Schau mich an,2019,9,39,5,0,5,0,0.747,0.797,9,-4.37,0,0.136,0.178,0.0,0.104,0.628,166.134,178240,4,0HM0ZmnfqRIazmU3coNEwt,https://api.spotify.com/v1/tracks/0HM0ZmnfqRIazmU3coNEwt,https://api.spotify.com/v1/audio-analysis/0HM0ZmnfqRIazmU3coNEwt,spotify:track:0HM0ZmnfqRIazmU3coNEwt
1125,1126,Mero,Meine Hand,2019,9,39,2,0,2,0,0.805,0.641,2,-8.187,0,0.0644,0.527,8.78e-06,0.126,0.779,105.071,169653,4,5raQQliFM0RvfFl1YfKXg8,https://api.spotify.com/v1/tracks/5raQQliFM0RvfFl1YfKXg8,https://api.spotify.com/v1/audio-analysis/5raQQliFM0RvfFl1YfKXg8,spotify:track:5raQQliFM0RvfFl1YfKXg8
1126,1127,Sido feat. Johannes Oerding,Pyramiden,2019,9,39,10,0,10,0,0.673,0.646,1,-9.74,1,0.0844,0.382,0.0,0.157,0.509,139.948,215871,4,7BQPDR1Zze52cysgBnUC3X,https://api.spotify.com/v1/tracks/7BQPDR1Zze52cysgBnUC3X,https://api.spotify.com/v1/audio-analysis/7BQPDR1Zze52cysgBnUC3X,spotify:track:7BQPDR1Zze52cysgBnUC3X
1127,1128,Wincent Weiss,Einmal im Leben,2019,9,39,1,0,1,0,0.658,0.73,0,-6.603,1,0.0625,0.335,0.0,0.585,0.681,148.029,181000,4,5YOKXGkBdTHpGhnBUtVaFH,https://api.spotify.com/v1/tracks/5YOKXGkBdTHpGhnBUtVaFH,https://api.spotify.com/v1/audio-analysis/5YOKXGkBdTHpGhnBUtVaFH,spotify:track:5YOKXGkBdTHpGhnBUtVaFH
1128,1129,Seeed,G€ld,2019,9,39,7,0,7,0,0.851,0.798,10,-4.161,0,0.148,0.0289,1.09e-05,0.118,0.754,97.015,162683,4,1Woy8A8P76F5F5e3NILRxi,https://api.spotify.com/v1/tracks/1Woy8A8P76F5F5e3NILRxi,https://api.spotify.com/v1/audio-analysis/1Woy8A8P76F5F5e3NILRxi,spotify:track:1Woy8A8P76F5F5e3NILRxi
1129,1130,Kummer,Bei Dir,2019,9,39,8,0,8,0,0.678,0.675,1,-6.618,0,0.127,0.124,0.0,0.0995,0.223,152.049,222643,4,3XpEKPj7KZt0yYWd7PQf5d,https://api.spotify.com/v1/tracks/3XpEKPj7KZt0yYWd7PQf5d,https://api.spotify.com/v1/audio-analysis/3XpEKPj7KZt0yYWd7PQf5d,spotify:track:3XpEKPj7KZt0yYWd7PQf5d
1130,1131,AnnenMayKantereit,Ozean,2019,9,39,1,0,1,0,0.529,0.212,0,-11.979,1,0.0361,0.918,0.0,0.117,0.179,142.074,215266,4,7ED8m8m3QJvDCnYFOi6VXB,https://api.spotify.com/v1/tracks/7ED8m8m3QJvDCnYFOi6VXB,https://api.spotify.com/v1/audio-analysis/7ED8m8m3QJvDCnYFOi6VXB,spotify:track:7ED8m8m3QJvDCnYFOi6VXB
1131,1132,Mark Forster,194 Länder,2019,9,39,34,0,14,20,0.577,0.756,6,-4.487,1,0.075,0.109,0.0,0.13,0.66,104.785,219320,4,6rnJn3QbXeYUQpdFsr3kzm,https://api.spotify.com/v1/tracks/6rnJn3QbXeYUQpdFsr3kzm,https://api.spotify.com/v1/audio-analysis/6rnJn3QbXeYUQpdFsr3kzm,spotify:track:6rnJn3QbXeYUQpdFsr3kzm
1132,1133,Regard,Ride It,2019,9,39,54,0,14,40,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4,2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ
1133,1134,Maroon 5,Memories,2019,9,39,32,0,14,18,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4,2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM
1134,1135,The Cratez & Bonez MC,Honda Civic,2019,10,40,19,0,12,7,0.704,0.782,1,-5.471,0,0.164,0.282,0.00769,0.0759,0.346,93.35,158061,4,0WFgtxiLNr99YaoSdYR3Ud,https://api.spotify.com/v1/tracks/0WFgtxiLNr99YaoSdYR3Ud,https://api.spotify.com/v1/audio-analysis/0WFgtxiLNr99YaoSdYR3Ud,spotify:track:0WFgtxiLNr99YaoSdYR3Ud
1135,1136,Sido feat. Apache 207,2002,2019,10,40,42,0,13,29,0.657,0.691,8,-7.907,0,0.236,0.213,0.0,0.099,0.493,160.106,237157,4,2u8AXJyk8pICzj2wyPBL0b,https://api.spotify.com/v1/tracks/2u8AXJyk8pICzj2wyPBL0b,https://api.spotify.com/v1/audio-analysis/2u8AXJyk8pICzj2wyPBL0b,spotify:track:2u8AXJyk8pICzj2wyPBL0b
1136,1137,RIN,Fabergé,2019,10,40,11,0,11,0,0.721,0.647,11,-7.039,1,0.189,0.0513,0.0026,0.2,0.56,164.011,177093,4,7lnQCEtaDJeMZN75siSxLc,https://api.spotify.com/v1/tracks/7lnQCEtaDJeMZN75siSxLc,https://api.spotify.com/v1/audio-analysis/7lnQCEtaDJeMZN75siSxLc,spotify:track:7lnQCEtaDJeMZN75siSxLc
1137,1138,SSIO,Hash Hash,2019,10,40,5,0,5,0,0.818,0.813,1,-4.516,1,0.229,0.0366,0.0,0.204,0.397,130.04,165853,4,7gYY7Dh2YuEKG6e2UJR18y,https://api.spotify.com/v1/tracks/7gYY7Dh2YuEKG6e2UJR18y,https://api.spotify.com/v1/audio-analysis/7gYY7Dh2YuEKG6e2UJR18y,spotify:track:7gYY7Dh2YuEKG6e2UJR18y
1138,1139,Jamule,Moneyhoneydrip,2019,10,40,9,0,9,0,0.774,0.518,0,-8.937,0,0.227,0.424,0.00267,0.106,0.522,171.878,158550,4,46jIaAgwx0kHNlFFTXcIk1,https://api.spotify.com/v1/tracks/46jIaAgwx0kHNlFFTXcIk1,https://api.spotify.com/v1/audio-analysis/46jIaAgwx0kHNlFFTXcIk1,spotify:track:46jIaAgwx0kHNlFFTXcIk1
1139,1140,Mero,QDH Family,2019,10,40,1,0,1,0,0.814,0.778,5,-6.287,0,0.164,0.392,3.66e-06,0.126,0.637,156.983,160733,4,2lx8Ir3TlI7bcZa3yE7x5X,https://api.spotify.com/v1/tracks/2lx8Ir3TlI7bcZa3yE7x5X,https://api.spotify.com/v1/audio-analysis/2lx8Ir3TlI7bcZa3yE7x5X,spotify:track:2lx8Ir3TlI7bcZa3yE7x5X
1140,1141,K-Fly & MCN,Wenn du da bist,2019,10,40,1,0,1,0,0.648,0.649,4,-8.036,1,0.112,0.288,0.0,0.106,0.348,88.856,168590,4,7JF6f8uYdGkfsUoCjBtJSF,https://api.spotify.com/v1/tracks/7JF6f8uYdGkfsUoCjBtJSF,https://api.spotify.com/v1/audio-analysis/7JF6f8uYdGkfsUoCjBtJSF,spotify:track:7JF6f8uYdGkfsUoCjBtJSF
1141,1142,Sam Feldt feat. Rani,Post Malone,2019,10,40,38,0,12,26,0.687,0.887,7,-4.97,1,0.0564,0.00438,0.00629,0.172,0.345,124.017,154839,4,3mruwwpKfG5NYmnEr6O5Dw,https://api.spotify.com/v1/tracks/3mruwwpKfG5NYmnEr6O5Dw,https://api.spotify.com/v1/audio-analysis/3mruwwpKfG5NYmnEr6O5Dw,spotify:track:3mruwwpKfG5NYmnEr6O5Dw
1142,1143,Capital Bra & Samra,Berlin lebt wie nie zuvor,2019,10,41,9,0,9,0,0.654,0.782,1,-2.88,1,0.244,0.198,0.0,0.347,0.635,179.701,151295,4,2pfio0uHpT4USTPBNeTIWo,https://api.spotify.com/v1/tracks/2pfio0uHpT4USTPBNeTIWo,https://api.spotify.com/v1/audio-analysis/2pfio0uHpT4USTPBNeTIWo,spotify:track:2pfio0uHpT4USTPBNeTIWo
1143,1144,Travis Scott,Highest In The Room,2019,10,41,28,0,11,17,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4,3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW
1144,1145,Bausa & Zuna,Biturbo,2019,10,41,3,0,3,0,0.9,0.796,1,-6.356,1,0.233,0.0278,2.32e-06,0.165,0.713,100.056,127125,4,6mh1ErQFwTq8aCZMbPoKWj,https://api.spotify.com/v1/tracks/6mh1ErQFwTq8aCZMbPoKWj,https://api.spotify.com/v1/audio-analysis/6mh1ErQFwTq8aCZMbPoKWj,spotify:track:6mh1ErQFwTq8aCZMbPoKWj
1145,1146,Eno,Bunte Farben,2019,10,41,2,0,2,0,0.848,0.493,5,-8.469,1,0.0523,0.702,0.000103,0.103,0.912,101.976,165746,4,7emD4r5AwM5a5jU9NZ51FO,https://api.spotify.com/v1/tracks/7emD4r5AwM5a5jU9NZ51FO,https://api.spotify.com/v1/audio-analysis/7emD4r5AwM5a5jU9NZ51FO,spotify:track:7emD4r5AwM5a5jU9NZ51FO
1146,1147,Dan + Shay / Justin Bieber,"10,000 Hours",2019,10,41,5,0,5,0,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa
1147,1148,Blackbear,Hot Girl Bummer,2019,10,41,25,0,12,13,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1,2mt1IqcFyY1zmYZT8Q3xw9,https://api.spotify.com/v1/tracks/2mt1IqcFyY1zmYZT8Q3xw9,https://api.spotify.com/v1/audio-analysis/2mt1IqcFyY1zmYZT8Q3xw9,spotify:track:2mt1IqcFyY1zmYZT8Q3xw9
1148,1149,Dermot Kennedy,Outnumbered,2019,10,41,14,0,11,3,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4,6UjZ2Yx2g2a52XxiA8ONxZ,https://api.spotify.com/v1/tracks/6UjZ2Yx2g2a52XxiA8ONxZ,https://api.spotify.com/v1/audio-analysis/6UjZ2Yx2g2a52XxiA8ONxZ,spotify:track:6UjZ2Yx2g2a52XxiA8ONxZ
1149,1150,Tarek K.I.Z,Kaputt wie ich,2019,10,41,1,0,1,0,0.463,0.54,4,-6.372,0,0.0476,0.351,0.0,0.115,0.175,73.079,254747,4,3pMnV4EmPHAWhlVzjqZUaj,https://api.spotify.com/v1/tracks/3pMnV4EmPHAWhlVzjqZUaj,https://api.spotify.com/v1/audio-analysis/3pMnV4EmPHAWhlVzjqZUaj,spotify:track:3pMnV4EmPHAWhlVzjqZUaj
1150,1151,Fler,Keiner kann was machen,2019,10,41,1,0,1,0,0.887,0.466,1,-9.31,1,0.164,0.0247,0.000108,0.103,0.28,96.057,142500,4,3sJReCcPq9Ff3Xs4B7g5j7,https://api.spotify.com/v1/tracks/3sJReCcPq9Ff3Xs4B7g5j7,https://api.spotify.com/v1/audio-analysis/3sJReCcPq9Ff3Xs4B7g5j7,spotify:track:3sJReCcPq9Ff3Xs4B7g5j7
1151,1152,Seeed feat. Nura,Sie is geladen,2019,10,41,1,0,1,0,0.685,0.885,9,-4.248,0,0.211,0.0168,2.25e-05,0.179,0.629,144.05,218703,4,4Qt7LInzG4ruqcIrowldhg,https://api.spotify.com/v1/tracks/4Qt7LInzG4ruqcIrowldhg,https://api.spotify.com/v1/audio-analysis/4Qt7LInzG4ruqcIrowldhg,spotify:track:4Qt7LInzG4ruqcIrowldhg
1152,1153,RAF Camora feat. Ghetto Phenomene,Puta madre,2019,10,42,16,0,10,6,0.844,0.784,2,-6.218,0,0.0346,0.47,0.0,0.245,0.95,125.974,209032,4,6cHxkkZ3TZUKsjd13pIO1p,https://api.spotify.com/v1/tracks/6cHxkkZ3TZUKsjd13pIO1p,https://api.spotify.com/v1/audio-analysis/6cHxkkZ3TZUKsjd13pIO1p,spotify:track:6cHxkkZ3TZUKsjd13pIO1p
1153,1154,Capo,Im Rhythmus gefangen,2019,10,42,5,0,5,0,0.699,0.656,11,-8.496,0,0.141,0.591,0.0,0.193,0.801,107.791,171944,4,6gKOawgWqBvLXpKMp1307L,https://api.spotify.com/v1/tracks/6gKOawgWqBvLXpKMp1307L,https://api.spotify.com/v1/audio-analysis/6gKOawgWqBvLXpKMp1307L,spotify:track:6gKOawgWqBvLXpKMp1307L
1154,1155,Kalim feat. Nimo,Lowrider,2019,10,42,4,0,4,0,0.785,0.611,10,-5.406,0,0.257,0.185,0.0,0.14,0.571,103.821,160627,4,6zltHqh8Xjg6Rr6skelFdm,https://api.spotify.com/v1/tracks/6zltHqh8Xjg6Rr6skelFdm,https://api.spotify.com/v1/audio-analysis/6zltHqh8Xjg6Rr6skelFdm,spotify:track:6zltHqh8Xjg6Rr6skelFdm
1155,1156,Ufo361 & Ezhel,Wir sind Kral,2019,10,42,2,0,2,0,0.801,0.688,9,-6.62,1,0.113,0.278,0.00888,0.15,0.41,158.003,154251,4,2KlbLTnQ5Wch2oOelW0Y2k,https://api.spotify.com/v1/tracks/2KlbLTnQ5Wch2oOelW0Y2k,https://api.spotify.com/v1/audio-analysis/2KlbLTnQ5Wch2oOelW0Y2k,spotify:track:2KlbLTnQ5Wch2oOelW0Y2k
1156,1157,Harry Styles,Lights Up,2019,10,42,3,0,3,0,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4,4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/tracks/4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/audio-analysis/4jAIqgrPjKLTY9Gbez25Qb,spotify:track:4jAIqgrPjKLTY9Gbez25Qb
1157,1158,Gringo,Pink Panther,2019,10,42,2,0,2,0,0.707,0.514,8,-3.804,0,0.391,0.111,0.0,0.056,0.894,182.007,154000,3,2r4wcCaKHrsNrirk1BkkdL,https://api.spotify.com/v1/tracks/2r4wcCaKHrsNrirk1BkkdL,https://api.spotify.com/v1/audio-analysis/2r4wcCaKHrsNrirk1BkkdL,spotify:track:2r4wcCaKHrsNrirk1BkkdL
1158,1159,18 Karat,Narco Trafficante,2019,10,42,1,0,1,0,0.747,0.647,10,-6.18,0,0.289,0.266,2.12e-06,0.0892,0.338,199.941,156827,4,5Vvmyb3EPpCJLTObQ8rCDG,https://api.spotify.com/v1/tracks/5Vvmyb3EPpCJLTObQ8rCDG,https://api.spotify.com/v1/audio-analysis/5Vvmyb3EPpCJLTObQ8rCDG,spotify:track:5Vvmyb3EPpCJLTObQ8rCDG
1159,1160,Kummer,Wie viel ist dein Outfit wert,2019,10,42,1,0,1,0,0.838,0.809,8,-4.93,0,0.287,0.0399,0.0,0.508,0.616,152.024,160229,4,1VccO3KR3IuFBSc3Fee92X,https://api.spotify.com/v1/tracks/1VccO3KR3IuFBSc3Fee92X,https://api.spotify.com/v1/audio-analysis/1VccO3KR3IuFBSc3Fee92X,spotify:track:1VccO3KR3IuFBSc3Fee92X
1160,1161,Meduza x Becky Hill x Goodboys,Lose Control,2019,10,42,29,0,11,18,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,4,7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK
1161,1162,Ava Max,Torn,2019,10,42,12,0,9,3,0.665,0.831,2,-4.472,0,0.0437,0.111,1.53e-06,0.0596,0.696,125.057,198006,4,6SpVp6ttad3XJOsjKBZwaq,https://api.spotify.com/v1/tracks/6SpVp6ttad3XJOsjKBZwaq,https://api.spotify.com/v1/audio-analysis/6SpVp6ttad3XJOsjKBZwaq,spotify:track:6SpVp6ttad3XJOsjKBZwaq
1162,1163,Apache 207,Wieso tust Du dir das an?,2019,10,43,26,0,10,16,0.857,0.473,6,-6.962,0,0.0549,0.296,0.474,0.121,0.461,133.966,176067,4,6dNB3XdAzx7kTf5wa8Rg89,https://api.spotify.com/v1/tracks/6dNB3XdAzx7kTf5wa8Rg89,https://api.spotify.com/v1/audio-analysis/6dNB3XdAzx7kTf5wa8Rg89,spotify:track:6dNB3XdAzx7kTf5wa8Rg89
1163,1164,RIN & Bausa,Keine Liebe,2019,10,43,23,0,10,13,0.802,0.8,0,-5.034,0,0.0412,0.134,0.000706,0.306,0.567,104.062,198080,4,4OVF6uwZlMOSlZmHDnwliX,https://api.spotify.com/v1/tracks/4OVF6uwZlMOSlZmHDnwliX,https://api.spotify.com/v1/audio-analysis/4OVF6uwZlMOSlZmHDnwliX,spotify:track:4OVF6uwZlMOSlZmHDnwliX
1164,1165,Veysel & Jugglerz,Normal,2019,10,43,4,0,4,0,0.791,0.705,0,-4.278,0,0.143,0.0124,0.0051,0.312,0.733,98.012,152713,4,5Xygw8IfTkwf1tn2InQrZB,https://api.spotify.com/v1/tracks/5Xygw8IfTkwf1tn2InQrZB,https://api.spotify.com/v1/audio-analysis/5Xygw8IfTkwf1tn2InQrZB,spotify:track:5Xygw8IfTkwf1tn2InQrZB
1165,1166,LEA,110 (Prolog),2019,10,43,10,0,7,3,0.495,0.702,4,-5.661,1,0.275,0.2,0.0,0.26,0.256,180.389,176373,4,6D9KQOouQLGlgvrVB4P3vZ,https://api.spotify.com/v1/tracks/6D9KQOouQLGlgvrVB4P3vZ,https://api.spotify.com/v1/audio-analysis/6D9KQOouQLGlgvrVB4P3vZ,spotify:track:6D9KQOouQLGlgvrVB4P3vZ
1166,1167,Capital Bra & Samra & Santos,Purple Rain,2019,10,43,3,0,3,0,0.652,0.754,10,-5.086,0,0.264,0.293,0.0,0.15,0.483,160.005,207750,4,5BQwQDyMKyo4GCV7cDId21,https://api.spotify.com/v1/tracks/5BQwQDyMKyo4GCV7cDId21,https://api.spotify.com/v1/audio-analysis/5BQwQDyMKyo4GCV7cDId21,spotify:track:5BQwQDyMKyo4GCV7cDId21
1167,1168,Capital Bra & Samra,Lieber Gott,2019,10,43,2,0,2,0,0.669,0.676,5,-4.223,1,0.105,0.733,9.37e-06,0.177,0.553,82.015,156657,4,1vbkGTBLNJYRvT5GJlWXLf,https://api.spotify.com/v1/tracks/1vbkGTBLNJYRvT5GJlWXLf,https://api.spotify.com/v1/audio-analysis/1vbkGTBLNJYRvT5GJlWXLf,spotify:track:1vbkGTBLNJYRvT5GJlWXLf
1168,1169,Selena Gomez,Lose You To Love Me,2019,10,43,16,0,9,7,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4,4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi
1169,1170,Sugar MMFK feat. LX & Maxwell,Bon appétit,2019,10,43,1,0,1,0,0.699,0.672,11,-9.331,0,0.339,0.0759,6.39e-06,0.159,0.347,145.011,202760,4,07MPytx5xrnK6zJK5RbFSR,https://api.spotify.com/v1/tracks/07MPytx5xrnK6zJK5RbFSR,https://api.spotify.com/v1/audio-analysis/07MPytx5xrnK6zJK5RbFSR,spotify:track:07MPytx5xrnK6zJK5RbFSR
1170,1171,Capital Bra & Samra,So alleine,2019,10,43,1,0,1,0,0.551,0.746,5,-4.371,0,0.318,0.373,0.0,0.206,0.58,82.557,162884,4,3tvgQvCRAzZrVelEy3ca0t,https://api.spotify.com/v1/tracks/3tvgQvCRAzZrVelEy3ca0t,https://api.spotify.com/v1/audio-analysis/3tvgQvCRAzZrVelEy3ca0t,spotify:track:3tvgQvCRAzZrVelEy3ca0t
1171,1172,Reezy feat. Summer Cem,Phantom,2019,11,44,14,0,8,6,0.866,0.534,0,-7.511,0,0.0954,0.123,0.00212,0.085,0.325,88.993,170227,4,1s0nANz8q6gEZOms034GbU,https://api.spotify.com/v1/tracks/1s0nANz8q6gEZOms034GbU,https://api.spotify.com/v1/audio-analysis/1s0nANz8q6gEZOms034GbU,spotify:track:1s0nANz8q6gEZOms034GbU
1172,1173,Bushido - Animus,Lichter der Stadt,2019,11,44,2,0,2,0,0.545,0.896,9,-5.415,0,0.351,0.0181,0.0,0.113,0.541,92.357,153200,4,1qr68CCILX6NX7SpFG6Bd3,https://api.spotify.com/v1/tracks/1qr68CCILX6NX7SpFG6Bd3,https://api.spotify.com/v1/audio-analysis/1qr68CCILX6NX7SpFG6Bd3,spotify:track:1qr68CCILX6NX7SpFG6Bd3
1173,1174,Farid Bang,Stier,2019,11,44,2,0,2,0,0.647,0.678,2,-6.632,1,0.414,0.0111,1.44e-06,0.0903,0.327,108.894,123067,4,2TErx45M41CvyivaIYUtZC,https://api.spotify.com/v1/tracks/2TErx45M41CvyivaIYUtZC,https://api.spotify.com/v1/audio-analysis/2TErx45M41CvyivaIYUtZC,spotify:track:2TErx45M41CvyivaIYUtZC
1174,1175,Selena Gomez,Look At Her Now,2019,11,44,2,0,2,0,0.753,0.564,10,-7.908,0,0.252,0.114,0.0273,0.359,0.55,77.342,162596,5,7eOkHIcaoUhngxxypM5Ajr,https://api.spotify.com/v1/tracks/7eOkHIcaoUhngxxypM5Ajr,https://api.spotify.com/v1/audio-analysis/7eOkHIcaoUhngxxypM5Ajr,spotify:track:7eOkHIcaoUhngxxypM5Ajr
1175,1176,Patron + Dardan,Wo???,2019,11,44,2,0,2,0,0.816,0.842,10,-5.24,1,0.194,0.0865,2.31e-06,0.0941,0.548,130.021,186000,4,6n59qy5X4m45RZevoQU3Yk,https://api.spotify.com/v1/tracks/6n59qy5X4m45RZevoQU3Yk,https://api.spotify.com/v1/audio-analysis/6n59qy5X4m45RZevoQU3Yk,spotify:track:6n59qy5X4m45RZevoQU3Yk
1176,1177,Fler,Fame,2019,11,44,1,0,1,0,0.902,0.438,5,-10.43,0,0.116,0.0607,0.00933,0.141,0.35,131.992,204545,4,0ysK8iIp88p5Js90E1pBAq,https://api.spotify.com/v1/tracks/0ysK8iIp88p5Js90E1pBAq,https://api.spotify.com/v1/audio-analysis/0ysK8iIp88p5Js90E1pBAq,spotify:track:0ysK8iIp88p5Js90E1pBAq
1177,1178,Jerome [DE],Light,2019,11,44,29,0,9,20,0.36,0.89,8,-5.645,1,0.0383,0.0171,0.252,0.146,0.0897,106.554,185916,3,79zshLLUoqncCBkd9YfVUE,https://api.spotify.com/v1/tracks/79zshLLUoqncCBkd9YfVUE,https://api.spotify.com/v1/audio-analysis/79zshLLUoqncCBkd9YfVUE,spotify:track:79zshLLUoqncCBkd9YfVUE
1178,1179,Lizzo,Good As Hell,2019,11,44,4,0,2,2,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,4,07Oz5StQ7GRoygNLaXs2pd,https://api.spotify.com/v1/tracks/07Oz5StQ7GRoygNLaXs2pd,https://api.spotify.com/v1/audio-analysis/07Oz5StQ7GRoygNLaXs2pd,spotify:track:07Oz5StQ7GRoygNLaXs2pd
1179,1180,Coldplay,Orphans,2019,11,44,1,0,1,0,0.503,0.808,11,-5.051,0,0.0451,0.0258,0.00149,0.557,0.282,107.973,197533,4,03T4ttRCiLXST6MZjeMwmR,https://api.spotify.com/v1/tracks/03T4ttRCiLXST6MZjeMwmR,https://api.spotify.com/v1/audio-analysis/03T4ttRCiLXST6MZjeMwmR,spotify:track:03T4ttRCiLXST6MZjeMwmR
1180,1181,Eren Can,Ist okay,2019,11,44,1,0,1,0,0.816,0.661,8,-5.952,0,0.0559,0.0617,0.0,0.0918,0.557,104.022,148092,4,1mxY118u7XQES27AfAzPuY,https://api.spotify.com/v1/tracks/1mxY118u7XQES27AfAzPuY,https://api.spotify.com/v1/audio-analysis/1mxY118u7XQES27AfAzPuY,spotify:track:1mxY118u7XQES27AfAzPuY
1181,1182,Yung Hurn,Ponny,2019,11,44,1,0,1,0,0.969,0.675,5,-9.248,0,0.308,0.331,0.000141,0.0883,0.532,130.002,162600,4,4hpiu5gL0eZxjynnGmrP0A,https://api.spotify.com/v1/tracks/4hpiu5gL0eZxjynnGmrP0A,https://api.spotify.com/v1/audio-analysis/4hpiu5gL0eZxjynnGmrP0A,spotify:track:4hpiu5gL0eZxjynnGmrP0A
