,id,artist,title,year,month,week,totalweeksincharts,total2018weeksincharts,total2019weeksincharts,total2020weeksincharts,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,spotify-id,track_href,analysis_url,uri
64,65,Khalid x Normani,Love Lies,2018,2,8,15,15,0,0,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4,45Egmo7icyopuzJN0oMEdk,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,spotify:track:45Egmo7icyopuzJN0oMEdk
65,66,Måns Zelmerlöw,Happyland,2018,2,8,2,2,0,0,0.402,0.461,2,-5.14,0,0.0458,0.05,0.0,0.0503,0.356,127.393,200000,4,0vC8BZnVMDrjDfFYKWahrb,https://api.spotify.com/v1/tracks/0vC8BZnVMDrjDfFYKWahrb,https://api.spotify.com/v1/audio-analysis/0vC8BZnVMDrjDfFYKWahrb,spotify:track:0vC8BZnVMDrjDfFYKWahrb
66,67,Daddy Yankee,Dura,2018,2,8,16,16,0,0,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,200480,4,1jwYZPxQvSxllZ8ZN7QCLb,https://api.spotify.com/v1/tracks/1jwYZPxQvSxllZ8ZN7QCLb,https://api.spotify.com/v1/audio-analysis/1jwYZPxQvSxllZ8ZN7QCLb,spotify:track:1jwYZPxQvSxllZ8ZN7QCLb
67,68,Robin Schulz & Marc Scibilia,Unforgettable,2018,2,8,23,23,0,0,0.683,0.538,4,-8.503,0,0.0599,0.138,1.28e-06,0.303,0.445,110.0,225960,4,3rvEwBi1mFFHqCnkrGmnWp,https://api.spotify.com/v1/tracks/3rvEwBi1mFFHqCnkrGmnWp,https://api.spotify.com/v1/audio-analysis/3rvEwBi1mFFHqCnkrGmnWp,spotify:track:3rvEwBi1mFFHqCnkrGmnWp
68,69,Post Malone feat. Ty Dolla $ign,Psycho,2018,3,9,16,16,0,0,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4,3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,spotify:track:3swc6WTsr7rl9DqQKQA55C
69,70,RAF Camora,Corleone,2018,3,9,7,7,0,0,0.684,0.646,5,-6.372,0,0.0497,0.444,0.000544,0.129,0.142,119.983,219766,3,5muvgRZXDU9DBmKcOolqkw,https://api.spotify.com/v1/tracks/5muvgRZXDU9DBmKcOolqkw,https://api.spotify.com/v1/audio-analysis/5muvgRZXDU9DBmKcOolqkw,spotify:track:5muvgRZXDU9DBmKcOolqkw
70,71,Ufo361,Balenciaga,2018,3,9,6,6,0,0,0.755,0.554,7,-7.449,0,0.106,0.122,0.000377,0.109,0.178,137.075,200821,4,29ZRygQGgKGNKfcYwlV3Uh,https://api.spotify.com/v1/tracks/29ZRygQGgKGNKfcYwlV3Uh,https://api.spotify.com/v1/audio-analysis/29ZRygQGgKGNKfcYwlV3Uh,spotify:track:29ZRygQGgKGNKfcYwlV3Uh
71,72,Michael Schulte,You Let Me Walk Alone,2018,3,9,8,8,0,0,0.451,0.279,11,-9.953,1,0.03,0.783,0.0,0.103,0.424,74.786,177886,4,07qlsG6DYRLBbovwca9Vbr,https://api.spotify.com/v1/tracks/07qlsG6DYRLBbovwca9Vbr,https://api.spotify.com/v1/audio-analysis/07qlsG6DYRLBbovwca9Vbr,spotify:track:07qlsG6DYRLBbovwca9Vbr
72,73,Haftbefehl feat. Farid Bang,Chabos wissen wer der Babo ist,2018,3,9,5,5,0,0,0.516,0.976,11,-5.143,1,0.309,0.168,0.0,0.0931,0.7,84.131,139909,4,6kjBafSuYC8gClzfYu7T1t,https://api.spotify.com/v1/tracks/6kjBafSuYC8gClzfYu7T1t,https://api.spotify.com/v1/audio-analysis/6kjBafSuYC8gClzfYu7T1t,spotify:track:6kjBafSuYC8gClzfYu7T1t
73,74,David Guetta / Martin Garrix / Brooks,Like I Do,2018,3,9,18,17,1,0,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,4,6RnkFd8Fqqgk1Uni8RgqCQ,https://api.spotify.com/v1/tracks/6RnkFd8Fqqgk1Uni8RgqCQ,https://api.spotify.com/v1/audio-analysis/6RnkFd8Fqqgk1Uni8RgqCQ,spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ
74,75,18 Karat,Mama ist nicht stolz,2018,3,9,1,1,0,0,0.612,0.901,2,-2.621,1,0.283,0.0584,0.0,0.533,0.333,92.165,195293,4,2QQHpaP7IwKwizRZLwlpkk,https://api.spotify.com/v1/tracks/2QQHpaP7IwKwizRZLwlpkk,https://api.spotify.com/v1/audio-analysis/2QQHpaP7IwKwizRZLwlpkk,spotify:track:2QQHpaP7IwKwizRZLwlpkk
75,76,Julia Michaels,Heaven,2018,3,9,4,4,0,0,0.552,0.371,7,-9.104,0,0.0359,0.857,0.0,0.0838,0.245,199.843,191787,3,71I68GbATOS0B5GtiVEDB7,https://api.spotify.com/v1/tracks/71I68GbATOS0B5GtiVEDB7,https://api.spotify.com/v1/audio-analysis/71I68GbATOS0B5GtiVEDB7,spotify:track:71I68GbATOS0B5GtiVEDB7
76,77,5 Seconds Of Summer,Want You Back,2018,3,9,1,1,0,0,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03e-06,0.202,0.579,98.03,173082,4,2vHfabj6nFebekTYODqntl,https://api.spotify.com/v1/tracks/2vHfabj6nFebekTYODqntl,https://api.spotify.com/v1/audio-analysis/2vHfabj6nFebekTYODqntl,spotify:track:2vHfabj6nFebekTYODqntl
77,78,Sigala & Paloma Faith,Lullaby,2018,3,9,1,1,0,0,0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,204022,4,5xzCzOAOfRi4DOttSzvznR,https://api.spotify.com/v1/tracks/5xzCzOAOfRi4DOttSzvznR,https://api.spotify.com/v1/audio-analysis/5xzCzOAOfRi4DOttSzvznR,spotify:track:5xzCzOAOfRi4DOttSzvznR
78,79,Ramz,Barking,2018,3,9,25,25,0,0,0.534,0.563,7,-7.845,0,0.312,0.181,0.0,0.0525,0.291,102.999,204827,4,2JbO1rep5Um3RAKB8szQrR,https://api.spotify.com/v1/tracks/2JbO1rep5Um3RAKB8szQrR,https://api.spotify.com/v1/audio-analysis/2JbO1rep5Um3RAKB8szQrR,spotify:track:2JbO1rep5Um3RAKB8szQrR
79,80,Kontra K,Zwischen Himmel & Hölle,2018,3,10,7,7,0,0,0.703,0.815,9,-6.309,1,0.248,0.0811,0.0,0.131,0.55,96.957,225566,4,1M588VcbI3ZD5d8lJ8p1OK,https://api.spotify.com/v1/tracks/1M588VcbI3ZD5d8lJ8p1OK,https://api.spotify.com/v1/audio-analysis/1M588VcbI3ZD5d8lJ8p1OK,spotify:track:1M588VcbI3ZD5d8lJ8p1OK
80,81,Zuna,Ayé,2018,3,10,6,6,0,0,0.438,0.795,6,-4.779,0,0.29,0.133,0.0,0.155,0.356,86.778,181492,5,09UCANfkj2U3UfSiITG6ZG,https://api.spotify.com/v1/tracks/09UCANfkj2U3UfSiITG6ZG,https://api.spotify.com/v1/audio-analysis/09UCANfkj2U3UfSiITG6ZG,spotify:track:09UCANfkj2U3UfSiITG6ZG
81,82,Olexesh feat. Capital Bra,Frisch aus dem Block,2018,3,10,2,2,0,0,0.515,0.757,10,-5.538,0,0.635,0.0847,0.0,0.104,0.469,152.344,247656,4,0kl0GEa8WfkY65OBzlqHDL,https://api.spotify.com/v1/tracks/0kl0GEa8WfkY65OBzlqHDL,https://api.spotify.com/v1/audio-analysis/0kl0GEa8WfkY65OBzlqHDL,spotify:track:0kl0GEa8WfkY65OBzlqHDL
82,83,Olexesh feat. Bonez MC,Schüsse aus'm Benz,2018,3,10,2,2,0,0,0.861,0.626,7,-9.157,1,0.322,0.111,0.0,0.101,0.439,99.97,211600,4,3v1ypIgbtMEzYf3mxNFokn,https://api.spotify.com/v1/tracks/3v1ypIgbtMEzYf3mxNFokn,https://api.spotify.com/v1/audio-analysis/3v1ypIgbtMEzYf3mxNFokn,spotify:track:3v1ypIgbtMEzYf3mxNFokn
83,84,Olexesh feat. Nimo,Geld spielt keine Rolex,2018,3,10,1,1,0,0,0.818,0.575,10,-6.354,0,0.26,0.608,1.15e-05,0.254,0.72,132.115,236565,4,5M9hgyDRcMzotYHEXvqhtC,https://api.spotify.com/v1/tracks/5M9hgyDRcMzotYHEXvqhtC,https://api.spotify.com/v1/audio-analysis/5M9hgyDRcMzotYHEXvqhtC,spotify:track:5M9hgyDRcMzotYHEXvqhtC
84,85,Olexesh,Hallo hallo,2018,3,10,1,1,0,0,0.773,0.74,10,-5.172,0,0.355,0.326,1.88e-05,0.0922,0.688,160.122,220700,4,317yGbFSzo3hbJ5KhRvahe,https://api.spotify.com/v1/tracks/317yGbFSzo3hbJ5KhRvahe,https://api.spotify.com/v1/audio-analysis/317yGbFSzo3hbJ5KhRvahe,spotify:track:317yGbFSzo3hbJ5KhRvahe
85,86,Olexesh feat. Ufo361,Fake Love,2018,3,10,1,1,0,0,0.882,0.517,11,-8.055,0,0.33,0.168,0.0,0.153,0.358,120.96,236071,4,1kAsrCFSZvPfhQKwkXTNOV,https://api.spotify.com/v1/tracks/1kAsrCFSZvPfhQKwkXTNOV,https://api.spotify.com/v1/audio-analysis/1kAsrCFSZvPfhQKwkXTNOV,spotify:track:1kAsrCFSZvPfhQKwkXTNOV
86,87,Logic & Marshmello,Everyday,2018,3,10,10,10,0,0,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,204747,4,4EAV2cKiqKP5UPZmY6dejk,https://api.spotify.com/v1/tracks/4EAV2cKiqKP5UPZmY6dejk,https://api.spotify.com/v1/audio-analysis/4EAV2cKiqKP5UPZmY6dejk,spotify:track:4EAV2cKiqKP5UPZmY6dejk
87,88,Nicky Jam x J Balvin,X,2018,3,10,26,26,0,0,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,172854,4,5YUyW9opqNsMSEzzecZih1,https://api.spotify.com/v1/tracks/5YUyW9opqNsMSEzzecZih1,https://api.spotify.com/v1/audio-analysis/5YUyW9opqNsMSEzzecZih1,spotify:track:5YUyW9opqNsMSEzzecZih1
88,89,XXXTentacion,Sad!,2018,3,10,24,24,0,0,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2
89,90,"Olexesh feat. Ćelo & Abdï, Hanybal",BWA,2018,3,10,1,1,0,0,0.882,0.747,0,-5.121,0,0.193,0.302,0.0,0.303,0.619,119.968,290400,4,38yO5JuwYujWm8XBvMOOrk,https://api.spotify.com/v1/tracks/38yO5JuwYujWm8XBvMOOrk,https://api.spotify.com/v1/audio-analysis/38yO5JuwYujWm8XBvMOOrk,spotify:track:38yO5JuwYujWm8XBvMOOrk
90,91,Fard,Liebe macht blind,2018,3,10,1,1,0,0,0.555,0.756,11,-6.892,0,0.287,0.201,0.0,0.202,0.643,91.904,231693,4,4OQrGlPLEcugmbNS5J8xHF,https://api.spotify.com/v1/tracks/4OQrGlPLEcugmbNS5J8xHF,https://api.spotify.com/v1/audio-analysis/4OQrGlPLEcugmbNS5J8xHF,spotify:track:4OQrGlPLEcugmbNS5J8xHF
91,92,George Ezra,Paradise,2018,3,10,24,24,0,0,0.642,0.881,11,-3.537,1,0.0393,0.209,0.0,0.21,0.913,138.03,222045,4,38zwkK6TtTjIW9tpYBfZ3D,https://api.spotify.com/v1/tracks/38zwkK6TtTjIW9tpYBfZ3D,https://api.spotify.com/v1/audio-analysis/38zwkK6TtTjIW9tpYBfZ3D,spotify:track:38zwkK6TtTjIW9tpYBfZ3D
92,93,Olexesh feat. Azad,Hände an der 9,2018,3,10,1,1,0,0,0.799,0.758,6,-5.915,1,0.367,0.397,0.0,0.0691,0.627,140.102,193090,4,493MGLHzP2tCDiSZxeCuBC,https://api.spotify.com/v1/tracks/493MGLHzP2tCDiSZxeCuBC,https://api.spotify.com/v1/audio-analysis/493MGLHzP2tCDiSZxeCuBC,spotify:track:493MGLHzP2tCDiSZxeCuBC
93,94,"DJ Khaled feat. Jay Z, Future & Beyoncé",Top Off,2018,3,10,1,1,0,0,0.573,0.591,11,-6.715,0,0.331,0.0107,0.0,0.455,0.232,86.721,230713,5,1W6wxOOYyJyyok8fqYSZ3m,https://api.spotify.com/v1/tracks/1W6wxOOYyJyyok8fqYSZ3m,https://api.spotify.com/v1/audio-analysis/1W6wxOOYyJyyok8fqYSZ3m,spotify:track:1W6wxOOYyJyyok8fqYSZ3m
94,95,Rooz x MoTrip,Immer wieder,2018,3,11,14,14,0,0,0.696,0.571,6,-9.578,0,0.0901,0.0341,0.0,0.167,0.413,116.034,220434,4,01q4ydDZhk4xdVb0M7uvgu,https://api.spotify.com/v1/tracks/01q4ydDZhk4xdVb0M7uvgu,https://api.spotify.com/v1/audio-analysis/01q4ydDZhk4xdVb0M7uvgu,spotify:track:01q4ydDZhk4xdVb0M7uvgu
95,96,18 Karat feat. Bonez MC,Auf einmal sind alle korrekt,2018,3,11,1,1,0,0,0.82,0.782,10,-5.469,0,0.326,0.0315,0.0,0.118,0.608,144.962,198853,4,60RpCIrhpFyxXE8foFsFaL,https://api.spotify.com/v1/tracks/60RpCIrhpFyxXE8foFsFaL,https://api.spotify.com/v1/audio-analysis/60RpCIrhpFyxXE8foFsFaL,spotify:track:60RpCIrhpFyxXE8foFsFaL
96,97,Jason Derulo,Colors,2018,3,11,18,18,0,0,0.707,0.845,8,-3.478,1,0.201,0.0278,0.0,0.134,0.507,120.125,187390,4,7wD6iRghe6SnKHkvHqpnC5,https://api.spotify.com/v1/tracks/7wD6iRghe6SnKHkvHqpnC5,https://api.spotify.com/v1/audio-analysis/7wD6iRghe6SnKHkvHqpnC5,spotify:track:7wD6iRghe6SnKHkvHqpnC5
97,98,Massari & Kay One feat. Tory Lanez,Number One,2018,3,11,1,1,0,0,0.508,0.679,1,-6.086,1,0.272,0.0768,0.0,0.105,0.443,92.053,193533,4,0s5HL5wk9SEeQDTxCjrqjw,https://api.spotify.com/v1/tracks/0s5HL5wk9SEeQDTxCjrqjw,https://api.spotify.com/v1/audio-analysis/0s5HL5wk9SEeQDTxCjrqjw,spotify:track:0s5HL5wk9SEeQDTxCjrqjw
98,99,Fler,Pfirsich,2018,3,11,1,1,0,0,0.872,0.726,2,-4.79,1,0.21,0.125,0.0,0.0901,0.519,133.994,204109,4,5flx3psU0RbAbTDu5R315H,https://api.spotify.com/v1/tracks/5flx3psU0RbAbTDu5R315H,https://api.spotify.com/v1/audio-analysis/5flx3psU0RbAbTDu5R315H,spotify:track:5flx3psU0RbAbTDu5R315H
99,100,Azet feat. Zuna & Noizy,Kriminell,2018,3,12,8,8,0,0,0.664,0.725,4,-3.9,0,0.386,0.262,0.0,0.0848,0.552,127.863,204347,5,6BPbNmOnVGHxVWRqeWvJaJ,https://api.spotify.com/v1/tracks/6BPbNmOnVGHxVWRqeWvJaJ,https://api.spotify.com/v1/audio-analysis/6BPbNmOnVGHxVWRqeWvJaJ,spotify:track:6BPbNmOnVGHxVWRqeWvJaJ
100,101,Ufo361 feat. Capital Bra,Power,2018,3,12,6,6,0,0,0.865,0.805,1,-5.601,0,0.279,0.0107,0.0218,0.145,0.488,140.007,209743,4,638rZDq4P6MpTF3iQe8EDI,https://api.spotify.com/v1/tracks/638rZDq4P6MpTF3iQe8EDI,https://api.spotify.com/v1/audio-analysis/638rZDq4P6MpTF3iQe8EDI,spotify:track:638rZDq4P6MpTF3iQe8EDI
101,102,Kygo feat. Miguel,Remind Me To Forget,2018,3,12,22,22,0,0,0.685,0.508,0,-6.4,1,0.0987,0.193,0.0,0.139,0.315,99.063,217287,4,5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/tracks/5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/audio-analysis/5sIx4BlfYGuZeSLF40N9GH,spotify:track:5sIx4BlfYGuZeSLF40N9GH
102,103,The Chainsmokers,Everybody Hates Me,2018,3,12,2,2,0,0,0.475,0.752,11,-6.596,0,0.0467,0.00703,0.0,0.406,0.515,154.957,223467,4,6ufrOaf4v6Qady6GiIpQ0s,https://api.spotify.com/v1/tracks/6ufrOaf4v6Qady6GiIpQ0s,https://api.spotify.com/v1/audio-analysis/6ufrOaf4v6Qady6GiIpQ0s,spotify:track:6ufrOaf4v6Qady6GiIpQ0s
103,104,Lil Dicky feat. Chris Brown,Freaky Friday,2018,3,12,14,14,0,0,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,216632,4,10Igtw8bSDyyFs7KIsKngZ,https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ,https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ,spotify:track:10Igtw8bSDyyFs7KIsKngZ
104,105,Cro,Noch da,2018,3,12,1,1,0,0,0.663,0.59,5,-8.2,0,0.149,0.12,0.0,0.105,0.614,142.195,192369,4,78caEl4OqEJtKkuF1q164K,https://api.spotify.com/v1/tracks/78caEl4OqEJtKkuF1q164K,https://api.spotify.com/v1/audio-analysis/78caEl4OqEJtKkuF1q164K,spotify:track:78caEl4OqEJtKkuF1q164K
105,106,XXXTentacion,Moonlight,2018,3,12,12,12,0,0,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL
106,107,XXXTentacion,Changes,2018,3,12,9,9,0,0,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4,7AFASza1mXqntmGtbxXprO,https://api.spotify.com/v1/tracks/7AFASza1mXqntmGtbxXprO,https://api.spotify.com/v1/audio-analysis/7AFASza1mXqntmGtbxXprO,spotify:track:7AFASza1mXqntmGtbxXprO
107,108,Charlie Puth feat. Kehlani,Done For Me,2018,3,12,1,1,0,0,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,180493,4,1lsBTdE6MGsKeZCD6llNu7,https://api.spotify.com/v1/tracks/1lsBTdE6MGsKeZCD6llNu7,https://api.spotify.com/v1/audio-analysis/1lsBTdE6MGsKeZCD6llNu7,spotify:track:1lsBTdE6MGsKeZCD6llNu7
108,109,Shawn Mendes,In My Blood,2018,3,13,19,19,0,0,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,4,2QZ7WLBE8h2y1Y5Fb8RYbH,https://api.spotify.com/v1/tracks/2QZ7WLBE8h2y1Y5Fb8RYbH,https://api.spotify.com/v1/audio-analysis/2QZ7WLBE8h2y1Y5Fb8RYbH,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH
109,110,Kontra K,Hunger,2018,3,13,1,1,0,0,0.734,0.872,9,-6.1,1,0.314,0.42,0.0,0.0457,0.778,96.919,205661,4,2hkTUFHSkzVvmP92aJikZN,https://api.spotify.com/v1/tracks/2hkTUFHSkzVvmP92aJikZN,https://api.spotify.com/v1/audio-analysis/2hkTUFHSkzVvmP92aJikZN,spotify:track:2hkTUFHSkzVvmP92aJikZN
110,111,David Guetta & Sia,Flames,2018,3,13,31,30,1,0,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,4,33IOhptvC2Qoy2UhjiHXLV,https://api.spotify.com/v1/tracks/33IOhptvC2Qoy2UhjiHXLV,https://api.spotify.com/v1/audio-analysis/33IOhptvC2Qoy2UhjiHXLV,spotify:track:33IOhptvC2Qoy2UhjiHXLV
111,112,Die Fantastischen Vier feat. Clueso,Zusammen,2018,3,13,27,27,0,0,0.706,0.688,6,-6.137,0,0.046,0.0184,0.0,0.222,0.626,125.038,225400,4,0eV2yonbivxFUtGm8RrGd8,https://api.spotify.com/v1/tracks/0eV2yonbivxFUtGm8RrGd8,https://api.spotify.com/v1/audio-analysis/0eV2yonbivxFUtGm8RrGd8,spotify:track:0eV2yonbivxFUtGm8RrGd8
112,113,Dennis Lloyd,Nevermind,2018,3,13,45,39,6,0,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,63SevszngYpZOwf63o61K4,https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4,https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4,spotify:track:63SevszngYpZOwf63o61K4
113,114,Fler,Flizzy,2018,3,13,1,1,0,0,0.729,0.638,8,-7.779,1,0.0796,0.0417,0.000599,0.0987,0.439,163.943,181661,4,1C6VAwh35UGZetdGxvmNrr,https://api.spotify.com/v1/tracks/1C6VAwh35UGZetdGxvmNrr,https://api.spotify.com/v1/audio-analysis/1C6VAwh35UGZetdGxvmNrr,spotify:track:1C6VAwh35UGZetdGxvmNrr
114,115,Shawn Mendes,Lost In Japan,2018,3,13,1,1,0,0,0.713,0.738,10,-6.784,1,0.374,0.255,0.0,0.106,0.425,105.027,201200,4,79esEXlqqmq0GPz0xQSZTV,https://api.spotify.com/v1/tracks/79esEXlqqmq0GPz0xQSZTV,https://api.spotify.com/v1/audio-analysis/79esEXlqqmq0GPz0xQSZTV,spotify:track:79esEXlqqmq0GPz0xQSZTV
115,116,Yonii,Direction,2018,3,13,3,3,0,0,0.689,0.584,11,-6.708,1,0.0733,0.137,0.0,0.0888,0.58,120.081,157163,4,4kbM508HSNS3E9afSXxSTG,https://api.spotify.com/v1/tracks/4kbM508HSNS3E9afSXxSTG,https://api.spotify.com/v1/audio-analysis/4kbM508HSNS3E9afSXxSTG,spotify:track:4kbM508HSNS3E9afSXxSTG
116,117,The Weeknd,Call Out My Name,2018,4,14,7,7,0,0,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,spotify:track:09mEdoA6zrmBPgTEN5qXmN
117,118,Gzuz feat. LX,Drück drück,2018,4,14,11,11,0,0,0.535,0.901,1,-4.775,1,0.32,0.154,9.93e-06,0.326,0.37,132.899,218947,4,6n116fTUROLjF1CbfRLQVD,https://api.spotify.com/v1/tracks/6n116fTUROLjF1CbfRLQVD,https://api.spotify.com/v1/audio-analysis/6n116fTUROLjF1CbfRLQVD,spotify:track:6n116fTUROLjF1CbfRLQVD
118,119,Azet,Überlebt,2018,4,14,10,10,0,0,0.546,0.695,3,-4.353,0,0.092,0.255,1.68e-06,0.109,0.224,83.571,207841,4,5ODK0R10oNrzGrZxRzwHvR,https://api.spotify.com/v1/tracks/5ODK0R10oNrzGrZxRzwHvR,https://api.spotify.com/v1/audio-analysis/5ODK0R10oNrzGrZxRzwHvR,spotify:track:5ODK0R10oNrzGrZxRzwHvR
119,120,Alvaro Soler,La cintura,2018,4,14,27,27,0,0,0.706,0.844,6,-4.054,0,0.0737,0.0222,0.0,0.355,0.762,100.005,204667,4,6VUJQqyeQhAZHkQbSDqLtI,https://api.spotify.com/v1/tracks/6VUJQqyeQhAZHkQbSDqLtI,https://api.spotify.com/v1/audio-analysis/6VUJQqyeQhAZHkQbSDqLtI,spotify:track:6VUJQqyeQhAZHkQbSDqLtI
120,121,Azet,Villa in weiss,2018,4,14,2,2,0,0,0.578,0.894,11,-5.621,1,0.0978,0.261,0.000997,0.118,0.0511,119.044,288406,4,4tZIVwXDQ0cRo4rI7jpKwW,https://api.spotify.com/v1/tracks/4tZIVwXDQ0cRo4rI7jpKwW,https://api.spotify.com/v1/audio-analysis/4tZIVwXDQ0cRo4rI7jpKwW,spotify:track:4tZIVwXDQ0cRo4rI7jpKwW
121,122,The Weeknd,Try Me,2018,4,14,1,1,0,0,0.456,0.679,8,-5.778,0,0.064,0.596,0.000573,0.129,0.107,92.026,221107,4,4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/tracks/4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/audio-analysis/4ppTAJUbNXELZcoUaL90wo,spotify:track:4ppTAJUbNXELZcoUaL90wo
122,123,Azet,Mama,2018,4,14,1,1,0,0,0.481,0.796,2,-4.302,0,0.348,0.248,0.0,0.344,0.547,91.928,211251,4,42HSKr48SoiVrJGhRlBzph,https://api.spotify.com/v1/tracks/42HSKr48SoiVrJGhRlBzph,https://api.spotify.com/v1/audio-analysis/42HSKr48SoiVrJGhRlBzph,spotify:track:42HSKr48SoiVrJGhRlBzph
123,124,The Weeknd,Wasted Times,2018,4,14,1,1,0,0,0.56,0.678,10,-6.167,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,220293,4,7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/tracks/7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/audio-analysis/7DKS0rX27cCEPsK0R6tFWS,spotify:track:7DKS0rX27cCEPsK0R6tFWS
124,125,The Weeknd feat. Gesaffelstein,Hurt You,2018,4,14,1,1,0,0,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932,230027,4,6QdnKD1zwEgyOWtkrdzlOF,https://api.spotify.com/v1/tracks/6QdnKD1zwEgyOWtkrdzlOF,https://api.spotify.com/v1/audio-analysis/6QdnKD1zwEgyOWtkrdzlOF,spotify:track:6QdnKD1zwEgyOWtkrdzlOF
125,126,Azet feat. Miami Yacine,Rein raus,2018,4,14,1,1,0,0,0.782,0.918,2,-3.918,1,0.0409,0.107,0.00124,0.26,0.415,100.016,194238,4,0kwfo96MgdyJGy8kkWUueU,https://api.spotify.com/v1/tracks/0kwfo96MgdyJGy8kkWUueU,https://api.spotify.com/v1/audio-analysis/0kwfo96MgdyJGy8kkWUueU,spotify:track:0kwfo96MgdyJGy8kkWUueU
126,127,Azet,Fast Life,2018,4,14,1,1,0,0,0.531,0.712,9,-5.812,1,0.263,0.319,0.0,0.234,0.416,89.733,183844,4,5JMX3hwdSXldTpwqASaBQt,https://api.spotify.com/v1/tracks/5JMX3hwdSXldTpwqASaBQt,https://api.spotify.com/v1/audio-analysis/5JMX3hwdSXldTpwqASaBQt,spotify:track:5JMX3hwdSXldTpwqASaBQt
127,128,The Weeknd feat. Gesaffelstein,I Was Never There,2018,4,14,1,1,0,0,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,241067,4,1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/tracks/1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/audio-analysis/1cKHdTo9u0ZymJdPGSh6nq,spotify:track:1cKHdTo9u0ZymJdPGSh6nq
